$ [qin_kol001_seg002_sub002] [2015 - 2048],
$ [qin_kol001_seg002_sub002],
JDAY,Q (M3/S)
7127,0.3319
7128,0.3271
7129,0.3223
7130,0.3175
7131,0.3127
7132,0.3064
7133,0.3016
7134,0.2968
7135,0.2936
7136,0.2888
7137,0.284
7138,0.2792
7139,0.2744
7140,0.2713
7141,0.2665
7142,0.2617
7143,0.2585
7144,0.2537
7145,0.2505
7146,0.2473
7147,0.2425
7148,0.2393
7149,0.2361
7150,0.2314
7151,0.2282
7152,0.225
7153,0.2218
7154,0.2186
7155,0.2154
7156,0.2122
7157,0.209
7158,0.2058
7159,0.2026
7160,0.1995
7161,0.1963
7162,0.1931
7163,0.1899
7164,0.1867
7165,0.1851
7166,0.1819
7167,0.1787
7168,0.1771
7169,0.1739
7170,0.1707
7171,0.1691
7172,0.1659
7173,0.1643
7174,0.1612
7175,0.1596
7176,0.1564
7177,0.1548
7178,0.1532
7179,0.15
7180,0.1484
7181,0.1468
7182,0.1436
7183,0.142
7184,0.1404
7185,0.1372
7186,0.1356
7187,0.134
7188,0.1324
7189,0.1308
7190,0.1292
7191,0.1276
7192,0.1245
7193,0.1229
7194,0.1213
7195,0.1197
7196,0.1181
7197,0.1165
7198,0.1149
7199,0.1133
7200,0.1117
7201,0.1101
7202,0.1085
7203,0.1085
7204,0.1069
7205,0.1053
7206,0.1037
7207,0.1021
7208,0.1005
7209,0.0989
7210,0.0989
7211,0.0973
7212,0.0957
7213,0.0941
7214,0.0941
7215,0.0925
7216,0.0909
7217,0.0894
7218,0.0894
7219,0.0878
7220,0.0862
7221,0.0862
7222,0.0846
7223,0.083
7224,0.083
7225,0.0814
7226,0.0798
7227,0.0798
7228,0.0782
7229,0.0782
7230,0.0766
7231,0.0766
7232,0.075
7233,0.0734
7234,0.0734
7235,0.0718
7236,0.0718
7237,0.0702
7238,0.0702
7239,0.0686
7240,0.0686
7241,0.067
7242,0.067
7243,0.0654
7244,0.0654
7245,0.0654
7246,0.0638
7247,0.0638
7248,0.0622
7249,0.0622
7250,0.0606
7251,0.0606
7252,0.0606
7253,0.059
7254,0.059
7255,0.059
7256,0.0574
7257,0.0574
7258,0.0558
7259,0.0558
7260,0.0558
7261,0.0543
7262,0.0543
7263,0.0543
7264,0.0543
7265,0.0527
7266,0.0527
7267,0.0527
7268,0.0511
7269,0.0511
7270,0.0511
7271,0.0495
7272,0.0495
7273,0.0495
7274,0.0495
7275,0.0479
7276,0.0479
7277,0.0479
7278,0.0479
7279,0.0463
7280,0.0463
7281,0.0463
7282,0.0463
7283,0.0447
7284,0.0447
7285,0.0447
7286,0.0447
7287,0.0431
7288,0.0431
7289,0.0431
7290,0.0431
7291,0.0431
7292,0.0415
7293,0.0415
7294,0.0415
7295,0.0415
7296,0.0415
7297,0.0399
7298,0.0399
7299,0.0431
7300,0.0399
7301,0.0399
7302,0.0399
7303,0.0383
7304,0.0383
7305,0.0383
7306,0.0383
7307,0.0383
7308,0.0383
7309,0.0367
7310,0.0367
7311,0.0367
7312,0.0367
7313,0.0367
7314,0.0367
7315,0.0367
7316,0.0351
7317,0.0351
7318,0.0351
7319,0.0351
7320,0.0351
7321,0.0351
7322,0.0351
7323,0.0351
7324,0.0351
7325,0.0335
7326,0.0335
7327,0.0335
7328,0.0335
7329,0.0383
7330,0.0335
7331,0.0383
7332,0.0383
7333,0.134
7334,0.1771
7335,0.1755
7336,0.1771
7337,0.2776
7338,0.3494
7339,0.3574
7340,0.3558
7341,0.3782
7342,0.4133
7343,0.4787
7344,0.5617
7345,0.6111
7346,0.6191
7347,0.6366
7348,0.6319
7349,0.6255
7350,0.6335
7351,0.6303
7352,0.6207
7353,0.6111
7354,0.5999
7355,0.5904
7356,0.6319
7357,0.6239
7358,0.6319
7359,0.6718
7360,0.6765
7361,0.6957
7362,0.6957
7363,0.6845
7364,0.6733
7365,0.6861
7366,0.6781
7367,0.667
7368,0.6558
7369,0.6446
7370,0.6351
7371,0.7132
7372,0.7372
7373,0.7308
7374,0.718
7375,0.7196
7376,0.7069
7377,0.7579
7378,0.809
7379,0.8058
7380,0.8489
7381,0.9063
7382,0.9191
7383,0.9829
7384,0.9925
7385,1.0212
7386,1.0531
7387,1.0355
7388,1.0308
7389,1.0659
7390,1.0834
7391,1.0754
7392,1.0675
7393,1.0531
7394,1.1137
7395,1.1472
7396,1.1297
7397,1.1441
7398,1.1377
7399,1.1249
7400,1.1058
7401,1.0882
7402,1.0818
7403,1.0627
7404,1.0451
7405,1.0276
7406,1.077
7407,1.1409
7408,1.1744
7409,1.1536
7410,1.1361
7411,1.1265
7412,1.1137
7413,1.1456
7414,1.1297
7415,1.1409
7416,1.1313
7417,1.1169
7418,1.0994
7419,1.0802
7420,1.0627
7421,1.0451
7422,1.0276
7423,1.01
7424,1.0148
7425,0.9973
7426,0.9813
7427,0.9637
7428,0.9478
7429,0.9334
7430,0.9175
7431,0.9015
7432,0.8872
7433,0.8728
7434,0.8584
7435,0.8441
7436,0.8297
7437,0.817
7438,0.8026
7439,0.7898
7440,0.7771
7441,0.7643
7442,0.7515
7443,0.7388
7444,0.726
7445,0.7148
7446,0.7037
7447,0.6909
7448,0.6797
7449,0.6686
7450,0.6574
7451,0.6478
7452,0.6366
7453,0.6255
7454,0.6159
7455,0.6063
7456,0.5952
7457,0.5856
7458,0.576
7459,0.568
7460,0.5585
7461,0.5489
7462,0.5393
7463,0.5313
7464,0.5234
7465,0.5138
7466,0.5058
7467,0.4978
7468,0.4899
7469,0.4819
7470,0.4739
7471,0.4659
7472,0.4579
7473,0.4516
7474,0.4436
7475,0.4372
7476,0.4292
7477,0.4228
7478,0.4165
7479,0.4101
7480,0.4037
7481,0.3973
7482,0.3909
7483,0.3845
7484,0.3782
7485,0.3718
7486,0.3654
7487,0.3606
7488,0.3542
7489,0.3494
7490,0.3431
7491,0.3383
7492,0.3319
7493,0.3271
7494,0.3223
7495,0.3175
7496,0.3127
7497,0.3064
7498,0.3016
7499,0.2968
7500,0.2936
7501,0.2888
7502,0.284
7503,0.2792
7504,0.2744
7505,0.2713
7506,0.2665
7507,0.2617
7508,0.2585
7509,0.2537
7510,0.2505
7511,0.2473
7512,0.2425
7513,0.2393
7514,0.2361
7515,0.2314
7516,0.2282
7517,0.225
7518,0.2218
7519,0.2186
7520,0.2154
7521,0.2122
7522,0.209
7523,0.2058
7524,0.2026
7525,0.1995
7526,0.1963
7527,0.1931
7528,0.1899
7529,0.1867
7530,0.1851
7531,0.1819
7532,0.1787
7533,0.1771
7534,0.1739
7535,0.1707
7536,0.1691
7537,0.1659
7538,0.1643
7539,0.1612
7540,0.1596
7541,0.1564
7542,0.1548
7543,0.1532
7544,0.15
7545,0.1484
7546,0.1468
7547,0.1436
7548,0.142
7549,0.1404
7550,0.1372
7551,0.1356
7552,0.134
7553,0.1324
7554,0.1308
7555,0.1292
7556,0.1276
7557,0.1245
7558,0.1229
7559,0.1213
7560,0.1197
7561,0.1181
7562,0.1165
7563,0.1149
7564,0.1133
7565,0.1117
7566,0.1101
7567,0.1085
7568,0.1085
7569,0.1069
7570,0.1053
7571,0.1037
7572,0.1021
7573,0.1005
7574,0.0989
7575,0.0989
7576,0.0973
7577,0.0957
7578,0.0941
7579,0.0941
7580,0.0925
7581,0.0909
7582,0.0894
7583,0.0894
7584,0.0878
7585,0.0862
7586,0.0862
7587,0.0846
7588,0.083
7589,0.083
7590,0.0814
7591,0.0798
7592,0.0798
7593,0.0782
7594,0.0782
7595,0.0766
7596,0.0766
7597,0.075
7598,0.0734
7599,0.0734
7600,0.0718
7601,0.0718
7602,0.0702
7603,0.0702
7604,0.0686
7605,0.0686
7606,0.067
7607,0.067
7608,0.0654
7609,0.0654
7610,0.0654
7611,0.0638
7612,0.0638
7613,0.0622
7614,0.0622
7615,0.0606
7616,0.0606
7617,0.0606
7618,0.059
7619,0.059
7620,0.059
7621,0.0574
7622,0.0574
7623,0.0558
7624,0.0558
7625,0.0558
7626,0.0543
7627,0.0543
7628,0.0543
7629,0.0543
7630,0.0527
7631,0.0527
7632,0.0527
7633,0.0511
7634,0.0511
7635,0.0511
7636,0.0495
7637,0.0495
7638,0.0495
7639,0.0495
7640,0.0479
7641,0.0479
7642,0.0479
7643,0.0479
7644,0.0463
7645,0.0463
7646,0.0463
7647,0.0463
7648,0.0447
7649,0.0447
7650,0.0447
7651,0.0447
7652,0.0431
7653,0.0431
7654,0.0431
7655,0.0431
7656,0.0431
7657,0.0415
7658,0.0415
7659,0.0415
7660,0.0415
7661,0.0415
7662,0.0399
7663,0.0399
7664,0.0431
7665,0.0399
7666,0.0399
7667,0.0399
7668,0.0383
7669,0.0383
7670,0.0383
7671,0.0383
7672,0.0383
7673,0.0383
7674,0.0367
7675,0.0367
7676,0.0367
7677,0.0367
7678,0.0367
7679,0.0367
7680,0.0367
7681,0.0351
7682,0.0351
7683,0.0351
7684,0.0351
7685,0.0351
7686,0.0351
7687,0.0351
7688,0.0351
7689,0.0351
7690,0.0335
7691,0.0335
7692,0.0335
7693,0.0335
7694,0.0383
7695,0.0335
7696,0.0383
7697,0.0383
7698,0.134
7699,0.1771
7700,0.1755
7701,0.1771
7702,0.276
7703,0.3478
7704,0.3558
7705,0.3542
7706,0.3766
7707,0.4117
7708,0.4771
7709,0.5601
7710,0.6095
7711,0.6175
7712,0.6351
7713,0.6303
7714,0.6239
7715,0.6319
7716,0.6287
7717,0.6191
7718,0.6095
7719,0.5984
7720,0.5888
7721,0.6303
7722,0.6223
7723,0.6303
7724,0.6702
7725,0.6749
7726,0.6941
7727,0.6941
7728,0.6829
7729,0.6718
7730,0.6829
7731,0.8744
7732,0.8616
7733,0.8489
7734,0.8345
7735,0.8201
7736,0.8074
7737,0.8824
7738,0.9047
7739,0.8935
7740,0.8792
7741,0.8776
7742,0.8632
7743,0.9095
7744,0.959
7745,0.9526
7746,0.9941
7747,1.0483
7748,1.0595
7749,1.1201
7750,1.1281
7751,1.1552
7752,1.1839
7753,1.1648
7754,1.1584
7755,1.1887
7756,1.2047
7757,1.1951
7758,1.1855
7759,1.168
7760,1.2286
7761,1.2589
7762,1.2398
7763,1.2526
7764,1.243
7765,1.2302
7766,1.2095
7767,1.1887
7768,1.1807
7769,1.1616
7770,1.1425
7771,1.1233
7772,1.1696
7773,1.2334
7774,1.2637
7775,1.243
7776,1.2238
7777,1.2111
7778,1.1983
7779,1.227
7780,1.2111
7781,1.2206
7782,1.2095
7783,1.1935
7784,1.1744
7785,1.1552
7786,1.1361
7787,1.1169
7788,1.0978
7789,1.0802
7790,1.0818
7791,1.0643
7792,1.0467
7793,1.0292
7794,1.0116
7795,0.9957
7796,0.9781
7797,0.9622
7798,0.9462
7799,0.9302
7800,0.9159
7801,0.8999
7802,0.8856
7803,0.8712
7804,0.8568
7805,0.8425
7806,0.8281
7807,0.8154
7808,0.801
7809,0.7882
7810,0.7755
7811,0.7627
7812,0.7499
7813,0.7372
7814,0.726
7815,0.7132
7816,0.7021
7817,0.6909
7818,0.6781
7819,0.667
7820,0.6574
7821,0.6462
7822,0.6351
7823,0.6255
7824,0.6143
7825,0.6047
7826,0.5952
7827,0.5856
7828,0.576
7829,0.5664
7830,0.5569
7831,0.5473
7832,0.5393
7833,0.5297
7834,0.5218
7835,0.5138
7836,0.5042
7837,0.4962
7838,0.4883
7839,0.4803
7840,0.4723
7841,0.4659
7842,0.4579
7843,0.45
7844,0.4436
7845,0.4356
7846,0.4292
7847,0.4228
7848,0.4149
7849,0.4085
7850,0.4021
7851,0.3957
7852,0.3893
7853,0.3829
7854,0.3766
7855,0.3718
7856,0.3654
7857,0.359
7858,0.3542
7859,0.3478
7860,0.3431
7861,0.3367
7862,0.3319
7863,0.3271
7864,0.3223
7865,0.3159
7866,0.3111
7867,0.3064
7868,0.3016
7869,0.2968
7870,0.292
7871,0.2872
7872,0.284
7873,0.2792
7874,0.2744
7875,0.2697
7876,0.2665
7877,0.2617
7878,0.2585
7879,0.2537
7880,0.2505
7881,0.2457
7882,0.2425
7883,0.2393
7884,0.2346
7885,0.2314
7886,0.2282
7887,0.225
7888,0.2218
7889,0.2186
7890,0.2138
7891,0.2106
7892,0.2074
7893,0.2042
7894,0.2026
7895,0.1995
7896,0.1963
7897,0.1931
7898,0.1899
7899,0.1867
7900,0.1851
7901,0.1819
7902,0.1787
7903,0.1771
7904,0.1739
7905,0.1707
7906,0.1691
7907,0.1659
7908,0.1643
7909,0.1612
7910,0.1596
7911,0.1564
7912,0.1548
7913,0.1532
7914,0.15
7915,0.1484
7916,0.1452
7917,0.1436
7918,0.142
7919,0.1404
7920,0.1372
7921,0.1356
7922,0.134
7923,0.1324
7924,0.1308
7925,0.1292
7926,0.1261
7927,0.1245
7928,0.1229
7929,0.1213
7930,0.1197
7931,0.1181
7932,0.1165
7933,0.1149
7934,0.1133
7935,0.1117
7936,0.1101
7937,0.1085
7938,0.1069
7939,0.1069
7940,0.1053
7941,0.1037
7942,0.1021
7943,0.1005
7944,0.0989
7945,0.0989
7946,0.0973
7947,0.0957
7948,0.0941
7949,0.0925
7950,0.0925
7951,0.0909
7952,0.0894
7953,0.0894
7954,0.0878
7955,0.0862
7956,0.0862
7957,0.0846
7958,0.083
7959,0.083
7960,0.0814
7961,0.0798
7962,0.0798
7963,0.0782
7964,0.0782
7965,0.0766
7966,0.075
7967,0.075
7968,0.0734
7969,0.0734
7970,0.0718
7971,0.0718
7972,0.0702
7973,0.0702
7974,0.0686
7975,0.0686
7976,0.067
7977,0.067
7978,0.0654
7979,0.0654
7980,0.0654
7981,0.0638
7982,0.0638
7983,0.0622
7984,0.0622
7985,0.0606
7986,0.0606
7987,0.0606
7988,0.059
7989,0.059
7990,0.059
7991,0.0574
7992,0.0574
7993,0.0558
7994,0.0558
7995,0.0558
7996,0.0543
7997,0.0543
7998,0.0543
7999,0.0527
8000,0.0527
8001,0.0527
8002,0.0527
8003,0.0511
8004,0.0511
8005,0.0511
8006,0.0495
8007,0.0495
8008,0.0495
8009,0.0495
8010,0.0479
8011,0.0479
8012,0.0479
8013,0.0479
8014,0.0463
8015,0.0463
8016,0.0463
8017,0.0463
8018,0.0447
8019,0.0447
8020,0.0447
8021,0.0447
8022,0.0431
8023,0.0431
8024,0.0431
8025,0.0431
8026,0.0431
8027,0.0415
8028,0.0415
8029,0.0415
8030,0.0447
8031,0.0415
8032,0.0399
8033,0.0399
8034,0.0399
8035,0.0399
8036,0.0399
8037,0.0399
8038,0.0383
8039,0.0383
8040,0.0383
8041,0.0383
8042,0.0383
8043,0.0383
8044,0.0367
8045,0.0367
8046,0.0367
8047,0.0367
8048,0.0367
8049,0.0367
8050,0.0367
8051,0.0351
8052,0.0351
8053,0.0351
8054,0.0351
8055,0.0351
8056,0.0351
8057,0.0351
8058,0.0351
8059,0.0351
8060,0.0383
8061,0.0335
8062,0.0383
8063,0.0383
8064,0.134
8065,0.1787
8066,0.1755
8067,0.1771
8068,0.2792
8069,0.351
8070,0.3574
8071,0.3574
8072,0.3798
8073,0.4133
8074,0.4787
8075,0.5632
8076,0.6127
8077,0.6191
8078,0.6382
8079,0.6319
8080,0.6271
8081,0.6335
8082,0.6319
8083,0.6207
8084,0.6111
8085,0.5999
8086,0.5904
8087,0.6319
8088,0.6239
8089,0.6319
8090,0.6718
8091,0.6765
8092,0.6957
8093,0.6973
8094,0.6845
8095,0.6733
8096,0.6877
8097,0.6781
8098,0.667
8099,0.6558
8100,0.6446
8101,0.6351
8102,0.7132
8103,0.7372
8104,0.7308
8105,0.718
8106,0.7196
8107,0.7084
8108,0.7579
8109,0.809
8110,0.8058
8111,0.8489
8112,0.9063
8113,0.9191
8114,0.9829
8115,0.9925
8116,1.0212
8117,1.0531
8118,1.0355
8119,1.0308
8120,1.0659
8121,1.0834
8122,1.0754
8123,1.0675
8124,1.0531
8125,1.1137
8126,1.1472
8127,1.1297
8128,1.1441
8129,1.1377
8130,1.1249
8131,1.1074
8132,1.0882
8133,1.0818
8134,1.0643
8135,1.0451
8136,1.0292
8137,1.077
8138,1.1409
8139,1.1744
8140,1.1552
8141,1.1377
8142,1.1265
8143,1.1137
8144,1.1456
8145,1.1297
8146,1.1409
8147,1.1313
8148,1.1169
8149,1.0994
8150,1.0802
8151,1.0627
8152,1.0451
8153,1.0276
8154,1.01
8155,1.0148
8156,0.9973
8157,0.9813
8158,0.9653
8159,0.9478
8160,0.9334
8161,0.9175
8162,0.9015
8163,0.8872
8164,0.8728
8165,0.8584
8166,0.8441
8167,0.8297
8168,0.817
8169,0.8026
8170,0.7898
8171,0.7771
8172,0.7643
8173,0.7515
8174,0.7388
8175,0.726
8176,0.7148
8177,0.7037
8178,0.6909
8179,0.6797
8180,0.6686
8181,0.6574
8182,0.6478
8183,0.6366
8184,0.6255
8185,0.6159
8186,0.6063
8187,0.5968
8188,0.5856
8189,0.576
8190,0.568
8191,0.5585
8192,0.5489
8193,0.5393
8194,0.5313
8195,0.5234
8196,0.5138
8197,0.5058
8198,0.4978
8199,0.4899
8200,0.4819
8201,0.4739
8202,0.4659
8203,0.4595
8204,0.4516
8205,0.4436
8206,0.4372
8207,0.4292
8208,0.4228
8209,0.4165
8210,0.4101
8211,0.4037
8212,0.3973
8213,0.3909
8214,0.3845
8215,0.3782
8216,0.3718
8217,0.3654
8218,0.3606
8219,0.3542
8220,0.3494
8221,0.3431
8222,0.3383
8223,0.3319
8224,0.3271
8225,0.3223
8226,0.3175
8227,0.3127
8228,0.3064
8229,0.3016
8230,0.2984
8231,0.2936
8232,0.2888
8233,0.284
8234,0.2792
8235,0.2744
8236,0.2713
8237,0.2665
8238,0.2617
8239,0.2585
8240,0.2537
8241,0.2505
8242,0.2473
8243,0.2425
8244,0.2393
8245,0.2361
8246,0.2314
8247,0.2282
8248,0.225
8249,0.2218
8250,0.2186
8251,0.2154
8252,0.2122
8253,0.209
8254,0.2058
8255,0.2026
8256,0.1995
8257,0.1963
8258,0.1931
8259,0.1899
8260,0.1867
8261,0.1851
8262,0.1819
8263,0.1787
8264,0.1771
8265,0.1739
8266,0.1707
8267,0.1691
8268,0.1659
8269,0.1643
8270,0.1612
8271,0.1596
8272,0.1564
8273,0.1548
8274,0.1532
8275,0.15
8276,0.1484
8277,0.1468
8278,0.1436
8279,0.142
8280,0.1404
8281,0.1388
8282,0.1356
8283,0.134
8284,0.1324
8285,0.1308
8286,0.1292
8287,0.1276
8288,0.1245
8289,0.1229
8290,0.1213
8291,0.1197
8292,0.1181
8293,0.1165
8294,0.1149
8295,0.1133
8296,0.1117
8297,0.1101
8298,0.1085
8299,0.1085
8300,0.1069
8301,0.1053
8302,0.1037
8303,0.1021
8304,0.1005
8305,0.0989
8306,0.0989
8307,0.0973
8308,0.0957
8309,0.0941
8310,0.0941
8311,0.0925
8312,0.0909
8313,0.0894
8314,0.0894
8315,0.0878
8316,0.0862
8317,0.0862
8318,0.0846
8319,0.083
8320,0.083
8321,0.0814
8322,0.0798
8323,0.0798
8324,0.0782
8325,0.0782
8326,0.0766
8327,0.0766
8328,0.075
8329,0.0734
8330,0.0734
8331,0.0718
8332,0.0718
8333,0.0702
8334,0.0702
8335,0.0686
8336,0.0686
8337,0.067
8338,0.067
8339,0.0654
8340,0.0654
8341,0.0654
8342,0.0638
8343,0.0638
8344,0.0622
8345,0.0622
8346,0.0606
8347,0.0606
8348,0.0606
8349,0.059
8350,0.059
8351,0.059
8352,0.0574
8353,0.0574
8354,0.0558
8355,0.0558
8356,0.0558
8357,0.0543
8358,0.0543
8359,0.0543
8360,0.0543
8361,0.0527
8362,0.0527
8363,0.0527
8364,0.0511
8365,0.0511
8366,0.0511
8367,0.0495
8368,0.0495
8369,0.0495
8370,0.0495
8371,0.0479
8372,0.0479
8373,0.0479
8374,0.0479
8375,0.0463
8376,0.0463
8377,0.0463
8378,0.0463
8379,0.0447
8380,0.0447
8381,0.0447
8382,0.0447
8383,0.0431
8384,0.0431
8385,0.0431
8386,0.0431
8387,0.0431
8388,0.0415
8389,0.0415
8390,0.0415
8391,0.0415
8392,0.0415
8393,0.0399
8394,0.0399
8395,0.0431
8396,0.0399
8397,0.0399
8398,0.0399
8399,0.0383
8400,0.0383
8401,0.0383
8402,0.0383
8403,0.0383
8404,0.0383
8405,0.0367
8406,0.0367
8407,0.0367
8408,0.0367
8409,0.0367
8410,0.0367
8411,0.0367
8412,0.0351
8413,0.0351
8414,0.0351
8415,0.0351
8416,0.0351
8417,0.0351
8418,0.0351
8419,0.0351
8420,0.0351
8421,0.0335
8422,0.0335
8423,0.0335
8424,0.0335
8425,0.0383
8426,0.0335
8427,0.0383
8428,0.0383
8429,0.134
8430,0.1771
8431,0.1755
8432,0.1771
8433,0.2776
8434,0.3494
8435,0.3574
8436,0.3558
8437,0.3782
8438,0.4133
8439,0.4787
8440,0.5617
8441,0.6111
8442,0.6191
8443,0.6366
8444,0.6319
8445,0.6255
8446,0.6335
8447,0.6303
8448,0.6207
8449,0.6111
8450,0.5999
8451,0.5904
8452,0.6319
8453,0.6239
8454,0.6319
8455,0.6718
8456,0.6765
8457,0.6957
8458,0.6957
8459,0.6845
8460,0.6733
8461,0.6861
8462,0.6781
8463,0.667
8464,0.6558
8465,0.6446
8466,0.6351
8467,0.7132
8468,0.7372
8469,0.7308
8470,0.718
8471,0.7196
8472,0.7069
8473,0.7579
8474,0.809
8475,0.8058
8476,0.8489
8477,0.9063
8478,0.9191
8479,0.9829
8480,0.9925
8481,1.0212
8482,1.0531
8483,1.0355
8484,1.0308
8485,1.0659
8486,1.0834
8487,1.0754
8488,1.0675
8489,1.0531
8490,1.1137
8491,1.1472
8492,1.1297
8493,1.1441
8494,1.1377
8495,1.1249
8496,1.1058
8497,1.0882
8498,1.0818
8499,1.0627
8500,1.0451
8501,1.0276
8502,1.077
8503,1.1409
8504,1.1744
8505,1.1536
8506,1.1361
8507,1.1265
8508,1.1137
8509,1.1456
8510,1.1297
8511,1.1409
8512,1.1313
8513,1.1169
8514,1.0994
8515,1.0802
8516,1.0627
8517,1.0451
8518,1.0276
8519,1.01
8520,1.0148
8521,0.9973
8522,0.9813
8523,0.9637
8524,0.9478
8525,0.9334
8526,0.9175
8527,0.9015
8528,0.8872
8529,0.8728
8530,0.8584
8531,0.8441
8532,0.8297
8533,0.817
8534,0.8026
8535,0.7898
8536,0.7771
8537,0.7643
8538,0.7515
8539,0.7388
8540,0.726
8541,0.7148
8542,0.7037
8543,0.6909
8544,0.6797
8545,0.6686
8546,0.6574
8547,0.6478
8548,0.6366
8549,0.6255
8550,0.6159
8551,0.6063
8552,0.5952
8553,0.5856
8554,0.576
8555,0.568
8556,0.5585
8557,0.5489
8558,0.5393
8559,0.5313
8560,0.5234
8561,0.5138
8562,0.5058
8563,0.4978
8564,0.4899
8565,0.4819
8566,0.4739
8567,0.4659
8568,0.4579
8569,0.4516
8570,0.4436
8571,0.4372
8572,0.4292
8573,0.4228
8574,0.4165
8575,0.4101
8576,0.4037
8577,0.3973
8578,0.3909
8579,0.3845
8580,0.3782
8581,0.3718
8582,0.3654
8583,0.3606
8584,0.3542
8585,0.3494
8586,0.3431
8587,0.3383
8588,0.3319
8589,0.3271
8590,0.3223
8591,0.3175
8592,0.3127
8593,0.3064
8594,0.3016
8595,0.2968
8596,0.2936
8597,0.2888
8598,0.284
8599,0.2792
8600,0.2744
8601,0.2713
8602,0.2665
8603,0.2617
8604,0.2585
8605,0.2537
8606,0.2505
8607,0.2473
8608,0.2425
8609,0.2393
8610,0.2361
8611,0.2314
8612,0.2282
8613,0.225
8614,0.2218
8615,0.2186
8616,0.2154
8617,0.2122
8618,0.209
8619,0.2058
8620,0.2026
8621,0.1995
8622,0.1963
8623,0.1931
8624,0.1899
8625,0.1867
8626,0.1851
8627,0.1819
8628,0.1787
8629,0.1771
8630,0.1739
8631,0.1707
8632,0.1691
8633,0.1659
8634,0.1643
8635,0.1612
8636,0.1596
8637,0.1564
8638,0.1548
8639,0.1532
8640,0.15
8641,0.1484
8642,0.1468
8643,0.1436
8644,0.142
8645,0.1404
8646,0.1372
8647,0.1356
8648,0.134
8649,0.1324
8650,0.1308
8651,0.1292
8652,0.1276
8653,0.1245
8654,0.1229
8655,0.1213
8656,0.1197
8657,0.1181
8658,0.1165
8659,0.1149
8660,0.1133
8661,0.1117
8662,0.1101
8663,0.1085
8664,0.1085
8665,0.1069
8666,0.1053
8667,0.1037
8668,0.1021
8669,0.1005
8670,0.0989
8671,0.0989
8672,0.0973
8673,0.0957
8674,0.0941
8675,0.0941
8676,0.0925
8677,0.0909
8678,0.0894
8679,0.0894
8680,0.0878
8681,0.0862
8682,0.0862
8683,0.0846
8684,0.083
8685,0.083
8686,0.0814
8687,0.0798
8688,0.0798
8689,0.0782
8690,0.0782
8691,0.0766
8692,0.0766
8693,0.075
8694,0.0734
8695,0.0734
8696,0.0718
8697,0.0718
8698,0.0702
8699,0.0702
8700,0.0686
8701,0.0686
8702,0.067
8703,0.067
8704,0.0654
8705,0.0654
8706,0.0654
8707,0.0638
8708,0.0638
8709,0.0622
8710,0.0622
8711,0.0606
8712,0.0606
8713,0.0606
8714,0.059
8715,0.059
8716,0.059
8717,0.0574
8718,0.0574
8719,0.0558
8720,0.0558
8721,0.0558
8722,0.0543
8723,0.0543
8724,0.0543
8725,0.0543
8726,0.0527
8727,0.0527
8728,0.0527
8729,0.0511
8730,0.0511
8731,0.0511
8732,0.0495
8733,0.0495
8734,0.0495
8735,0.0495
8736,0.0479
8737,0.0479
8738,0.0479
8739,0.0479
8740,0.0463
8741,0.0463
8742,0.0463
8743,0.0463
8744,0.0447
8745,0.0447
8746,0.0447
8747,0.0447
8748,0.0431
8749,0.0431
8750,0.0431
8751,0.0431
8752,0.0431
8753,0.0415
8754,0.0415
8755,0.0415
8756,0.0415
8757,0.0415
8758,0.0399
8759,0.0399
8760,0.0431
8761,0.0399
8762,0.0399
8763,0.0399
8764,0.0383
8765,0.0383
8766,0.0383
8767,0.0383
8768,0.0383
8769,0.0383
8770,0.0367
8771,0.0367
8772,0.0367
8773,0.0367
8774,0.0367
8775,0.0367
8776,0.0367
8777,0.0351
8778,0.0351
8779,0.0351
8780,0.0351
8781,0.0351
8782,0.0351
8783,0.0351
8784,0.0351
8785,0.0351
8786,0.0335
8787,0.0335
8788,0.0335
8789,0.0335
8790,0.0383
8791,0.0335
8792,0.0383
8793,0.0383
8794,0.134
8795,0.1771
8796,0.1755
8797,0.1771
8798,0.2776
8799,0.3494
8800,0.3574
8801,0.3558
8802,0.3782
8803,0.4133
8804,0.4787
8805,0.5617
8806,0.6111
8807,0.6191
8808,0.6366
8809,0.6319
8810,0.6255
8811,0.6335
8812,0.6303
8813,0.6207
8814,0.6111
8815,0.5999
8816,0.5904
8817,0.6319
8818,0.6239
8819,0.6319
8820,0.6718
8821,0.6765
8822,0.6957
8823,0.6957
8824,0.6845
8825,0.6733
8826,0.6861
8827,0.6781
8828,0.667
8829,0.6558
8830,0.6446
8831,0.6351
8832,0.7132
8833,0.7372
8834,0.7308
8835,0.718
8836,0.7196
8837,0.7069
8838,0.7579
8839,0.809
8840,0.8058
8841,0.8489
8842,0.9063
8843,0.9191
8844,0.9829
8845,0.9925
8846,1.0212
8847,1.0531
8848,1.0355
8849,1.0308
8850,1.0659
8851,1.0834
8852,1.0754
8853,1.0675
8854,1.0531
8855,1.1137
8856,1.1472
8857,1.1297
8858,1.1441
8859,1.1377
8860,1.1249
8861,1.1058
8862,1.0882
8863,1.0818
8864,1.0627
8865,1.0451
8866,1.0276
8867,1.077
8868,1.1409
8869,1.1744
8870,1.1536
8871,1.1361
8872,1.1265
8873,1.1137
8874,1.1456
8875,1.1297
8876,1.1409
8877,1.1313
8878,1.1169
8879,1.0994
8880,1.0802
8881,1.0627
8882,1.0451
8883,1.0276
