$ [qdt_kol001] [2015 - 2048],
$ [qdt_kol001],
JDAY,Q (M3/S)
7148,0.0158
7149,0.0156
7150,0.0152
7151,0.015
7152,0.0148
7153,0.0145
7154,0.0143
7155,0.0141
7156,0.0138
7157,0.0136
7158,0.0134
7159,0.0131
7160,0.0129
7161,0.0127
7162,0.0124
7163,0.0122
7164,0.012
7165,0.0118
7166,0.0116
7167,0.0114
7168,0.0113
7169,0.011
7170,0.0108
7171,0.0107
7172,0.0104
7173,0.0103
7174,0.0101
7175,0.01
7176,0.0097
7177,0.0096
7178,0.0095
7179,0.0093
7180,0.0091
7181,0.009
7182,0.0088
7183,0.0087
7184,0.0086
7185,0.0084
7186,0.0082
7187,0.0081
7188,0.008
7189,0.0079
7190,0.0077
7191,0.0076
7192,0.0074
7193,0.0073
7194,0.0072
7195,0.007
7196,0.0069
7197,0.0068
7198,0.0067
7199,0.0066
7200,0.0064
7201,0.0063
7202,0.0062
7203,0.0062
7204,0.0061
7205,0.006
7206,0.0059
7207,0.0057
7208,0.0056
7209,0.0055
7210,0.0055
7211,0.0054
7212,0.0053
7213,0.0052
7214,0.0052
7215,0.005
7216,0.0049
7217,0.0048
7218,0.0048
7219,0.0047
7220,0.0046
7221,0.0046
7222,0.0045
7223,0.0043
7224,0.0043
7225,0.0042
7226,0.0041
7227,0.0041
7228,0.004
7229,0.004
7230,0.0039
7231,0.0039
7232,0.0038
7233,0.0036
7234,0.0036
7235,0.0035
7236,0.0035
7237,0.0034
7238,0.0034
7239,0.0033
7240,0.0033
7241,0.0032
7242,0.0032
7243,0.003
7244,0.003
7245,0.003
7246,0.0029
7247,0.0029
7248,0.0028
7249,0.0028
7250,0.0027
7251,0.0027
7252,0.0027
7253,0.0026
7254,0.0026
7255,0.0026
7256,0.0025
7257,0.0025
7258,0.0023
7259,0.0023
7260,0.0023
7261,0.0022
7262,0.0022
7263,0.0022
7264,0.0022
7265,0.0021
7266,0.0021
7267,0.0021
7268,0.002
7269,0.002
7270,0.002
7271,0.0019
7272,0.0019
7273,0.0019
7274,0.0019
7275,0.0018
7276,0.0018
7277,0.0018
7278,0.0018
7279,0.0016
7280,0.0016
7281,0.0016
7282,0.0016
7283,0.0015
7284,0.0015
7285,0.0015
7286,0.0015
7287,0.0014
7288,0.0014
7289,0.0014
7290,0.0014
7291,0.0014
7292,0.0013
7293,0.0013
7294,0.0013
7295,0.0013
7296,0.0013
7297,0.0012
7298,0.0012
7299,0.0012
7300,0.0012
7301,0.0012
7302,0.0012
7303,0.0011
7304,0.0011
7305,0.0011
7306,0.0011
7307,0.0011
7308,0.0011
7309,0.0009
7310,0.0009
7311,0.0009
7312,0.0009
7313,0.0009
7314,0.0009
7315,0.0009
7316,0.0008
7317,0.0008
7318,0.0008
7319,0.0008
7320,0.0008
7321,0.0008
7322,0.0008
7323,0.0008
7324,0.0008
7325,0.0007
7326,0.0007
7327,0.0007
7328,0.0007
7329,0.0007
7330,0.0007
7331,0.0007
7332,0.0008
7333,0.0081
7334,0.0114
7335,0.0111
7336,0.0109
7337,0.0188
7338,0.0242
7339,0.0246
7340,0.0246
7341,0.0263
7342,0.0287
7343,0.0335
7344,0.0396
7345,0.0433
7346,0.0438
7347,0.0451
7348,0.0448
7349,0.0444
7350,0.0449
7351,0.0447
7352,0.044
7353,0.0433
7354,0.0424
7355,0.0417
7356,0.0448
7357,0.0442
7358,0.0448
7359,0.0477
7360,0.0481
7361,0.0495
7362,0.0496
7363,0.0487
7364,0.0478
7365,0.0487
7366,0.0481
7367,0.0472
7368,0.0464
7369,0.0456
7370,0.0449
7371,0.0506
7372,0.0524
7373,0.0519
7374,0.051
7375,0.0511
7376,0.0503
7377,0.0539
7378,0.0577
7379,0.0574
7380,0.0606
7381,0.0648
7382,0.0658
7383,0.0705
7384,0.0712
7385,0.0733
7386,0.0756
7387,0.0743
7388,0.074
7389,0.0766
7390,0.0778
7391,0.0773
7392,0.0767
7393,0.0756
7394,0.0801
7395,0.0825
7396,0.0812
7397,0.0823
7398,0.0818
7399,0.0809
7400,0.0796
7401,0.0782
7402,0.0777
7403,0.0763
7404,0.075
7405,0.0739
7406,0.0774
7407,0.0821
7408,0.0845
7409,0.0831
7410,0.0818
7411,0.081
7412,0.0801
7413,0.0824
7414,0.0812
7415,0.0821
7416,0.0814
7417,0.0803
7418,0.079
7419,0.0776
7420,0.0763
7421,0.075
7422,0.0737
7423,0.0725
7424,0.0728
7425,0.0715
7426,0.0703
7427,0.0691
7428,0.0679
7429,0.0668
7430,0.0657
7431,0.0645
7432,0.0634
7433,0.0624
7434,0.0613
7435,0.0603
7436,0.0592
7437,0.0583
7438,0.0572
7439,0.0563
7440,0.0553
7441,0.0544
7442,0.0535
7443,0.0525
7444,0.0516
7445,0.0508
7446,0.0499
7447,0.049
7448,0.0482
7449,0.0474
7450,0.0465
7451,0.0458
7452,0.045
7453,0.0442
7454,0.0435
7455,0.0428
7456,0.0421
7457,0.0413
7458,0.0406
7459,0.04
7460,0.0393
7461,0.0386
7462,0.0379
7463,0.0373
7464,0.0367
7465,0.036
7466,0.0354
7467,0.0348
7468,0.0342
7469,0.0336
7470,0.0331
7471,0.0325
7472,0.0319
7473,0.0314
7474,0.0308
7475,0.0304
7476,0.0298
7477,0.0293
7478,0.0288
7479,0.0284
7480,0.0279
7481,0.0274
7482,0.027
7483,0.0265
7484,0.026
7485,0.0256
7486,0.0251
7487,0.0247
7488,0.0243
7489,0.0239
7490,0.0234
7491,0.0231
7492,0.0226
7493,0.0223
7494,0.0219
7495,0.0216
7496,0.0212
7497,0.0208
7498,0.0204
7499,0.02
7500,0.0198
7501,0.0195
7502,0.0191
7503,0.0188
7504,0.0184
7505,0.0182
7506,0.0178
7507,0.0175
7508,0.0172
7509,0.0169
7510,0.0166
7511,0.0164
7512,0.0161
7513,0.0158
7514,0.0156
7515,0.0152
7516,0.015
7517,0.0148
7518,0.0145
7519,0.0143
7520,0.0141
7521,0.0138
7522,0.0136
7523,0.0134
7524,0.0131
7525,0.0129
7526,0.0127
7527,0.0124
7528,0.0122
7529,0.012
7530,0.0118
7531,0.0116
7532,0.0114
7533,0.0113
7534,0.011
7535,0.0108
7536,0.0107
7537,0.0104
7538,0.0103
7539,0.0101
7540,0.01
7541,0.0097
7542,0.0096
7543,0.0095
7544,0.0093
7545,0.0091
7546,0.009
7547,0.0088
7548,0.0087
7549,0.0086
7550,0.0084
7551,0.0082
7552,0.0081
7553,0.008
7554,0.0079
7555,0.0077
7556,0.0076
7557,0.0074
7558,0.0073
7559,0.0072
7560,0.007
7561,0.0069
7562,0.0068
7563,0.0067
7564,0.0066
7565,0.0064
7566,0.0063
7567,0.0062
7568,0.0062
7569,0.0061
7570,0.006
7571,0.0059
7572,0.0057
7573,0.0056
7574,0.0055
7575,0.0055
7576,0.0054
7577,0.0053
7578,0.0052
7579,0.0052
7580,0.005
7581,0.0049
7582,0.0048
7583,0.0048
7584,0.0047
7585,0.0046
7586,0.0046
7587,0.0045
7588,0.0043
7589,0.0043
7590,0.0042
7591,0.0041
7592,0.0041
7593,0.004
7594,0.004
7595,0.0039
7596,0.0039
7597,0.0038
7598,0.0036
7599,0.0036
7600,0.0035
7601,0.0035
7602,0.0034
7603,0.0034
7604,0.0033
7605,0.0033
7606,0.0032
7607,0.0032
7608,0.003
7609,0.003
7610,0.003
7611,0.0029
7612,0.0029
7613,0.0028
7614,0.0028
7615,0.0027
7616,0.0027
7617,0.0027
7618,0.0026
7619,0.0026
7620,0.0026
7621,0.0025
7622,0.0025
7623,0.0023
7624,0.0023
7625,0.0023
7626,0.0022
7627,0.0022
7628,0.0022
7629,0.0022
7630,0.0021
7631,0.0021
7632,0.0021
7633,0.002
7634,0.002
7635,0.002
7636,0.0019
7637,0.0019
7638,0.0019
7639,0.0019
7640,0.0018
7641,0.0018
7642,0.0018
7643,0.0018
7644,0.0016
7645,0.0016
7646,0.0016
7647,0.0016
7648,0.0015
7649,0.0015
7650,0.0015
7651,0.0015
7652,0.0014
7653,0.0014
7654,0.0014
7655,0.0014
7656,0.0014
7657,0.0013
7658,0.0013
7659,0.0013
7660,0.0013
7661,0.0013
7662,0.0012
7663,0.0012
7664,0.0012
7665,0.0012
7666,0.0012
7667,0.0012
7668,0.0011
7669,0.0011
7670,0.0011
7671,0.0011
7672,0.0011
7673,0.0011
7674,0.0009
7675,0.0009
7676,0.0009
7677,0.0009
7678,0.0009
7679,0.0009
7680,0.0009
7681,0.0008
7682,0.0008
7683,0.0008
7684,0.0008
7685,0.0008
7686,0.0008
7687,0.0008
7688,0.0008
7689,0.0008
7690,0.0007
7691,0.0007
7692,0.0007
7693,0.0007
7694,0.0007
7695,0.0007
7696,0.0007
7697,0.0008
7698,0.0081
7699,0.0114
7700,0.0111
7701,0.0109
7702,0.0188
7703,0.0242
7704,0.0246
7705,0.0246
7706,0.0263
7707,0.0287
7708,0.0335
7709,0.0396
7710,0.0433
7711,0.0438
7712,0.0451
7713,0.0448
7714,0.0444
7715,0.0449
7716,0.0447
7717,0.044
7718,0.0433
7719,0.0424
7720,0.0417
7721,0.0448
7722,0.0442
7723,0.0448
7724,0.0477
7725,0.0481
7726,0.0495
7727,0.0496
7728,0.0487
7729,0.0478
7730,0.0487
7731,0.0625
7732,0.0617
7733,0.0606
7734,0.0596
7735,0.0585
7736,0.0576
7737,0.0631
7738,0.0647
7739,0.0639
7740,0.0628
7741,0.0627
7742,0.0617
7743,0.0651
7744,0.0687
7745,0.0682
7746,0.0713
7747,0.0753
7748,0.0761
7749,0.0805
7750,0.0811
7751,0.0831
7752,0.0852
7753,0.0838
7754,0.0834
7755,0.0857
7756,0.0869
7757,0.0861
7758,0.0853
7759,0.0841
7760,0.0885
7761,0.0907
7762,0.0895
7763,0.0903
7764,0.0896
7765,0.0886
7766,0.0871
7767,0.0856
7768,0.085
7769,0.0836
7770,0.0822
7771,0.0808
7772,0.0843
7773,0.0889
7774,0.0911
7775,0.0896
7776,0.0882
7777,0.0873
7778,0.0863
7779,0.0884
7780,0.0872
7781,0.0879
7782,0.0871
7783,0.0859
7784,0.0845
7785,0.0831
7786,0.0817
7787,0.0803
7788,0.0789
7789,0.0776
7790,0.0777
7791,0.0764
7792,0.0751
7793,0.0739
7794,0.0726
7795,0.0714
7796,0.0701
7797,0.0689
7798,0.0678
7799,0.0666
7800,0.0655
7801,0.0644
7802,0.0633
7803,0.0623
7804,0.0612
7805,0.0601
7806,0.0591
7807,0.0581
7808,0.0571
7809,0.0562
7810,0.0552
7811,0.0543
7812,0.0533
7813,0.0524
7814,0.0516
7815,0.0506
7816,0.0498
7817,0.049
7818,0.0481
7819,0.0472
7820,0.0465
7821,0.0457
7822,0.0449
7823,0.0442
7824,0.0434
7825,0.0427
7826,0.042
7827,0.0413
7828,0.0406
7829,0.0399
7830,0.0392
7831,0.0385
7832,0.0379
7833,0.0372
7834,0.0366
7835,0.036
7836,0.0353
7837,0.0347
7838,0.0341
7839,0.0335
7840,0.0329
7841,0.0325
7842,0.0319
7843,0.0313
7844,0.0308
7845,0.0302
7846,0.0298
7847,0.0293
7848,0.0287
7849,0.0283
7850,0.0278
7851,0.0273
7852,0.0268
7853,0.0264
7854,0.0259
7855,0.0256
7856,0.0251
7857,0.0246
7858,0.0243
7859,0.0238
7860,0.0234
7861,0.023
7862,0.0226
7863,0.0223
7864,0.0219
7865,0.0215
7866,0.0211
7867,0.0208
7868,0.0204
7869,0.02
7870,0.0197
7871,0.0193
7872,0.0191
7873,0.0188
7874,0.0184
7875,0.0181
7876,0.0178
7877,0.0175
7878,0.0172
7879,0.0169
7880,0.0166
7881,0.0163
7882,0.0161
7883,0.0158
7884,0.0155
7885,0.0152
7886,0.015
7887,0.0148
7888,0.0145
7889,0.0143
7890,0.014
7891,0.0137
7892,0.0135
7893,0.0132
7894,0.0131
7895,0.0129
7896,0.0127
7897,0.0124
7898,0.0122
7899,0.012
7900,0.0118
7901,0.0116
7902,0.0114
7903,0.0113
7904,0.011
7905,0.0108
7906,0.0107
7907,0.0104
7908,0.0103
7909,0.0101
7910,0.01
7911,0.0097
7912,0.0096
7913,0.0095
7914,0.0093
7915,0.0091
7916,0.0089
7917,0.0088
7918,0.0087
7919,0.0086
7920,0.0083
7921,0.0082
7922,0.0081
7923,0.008
7924,0.0079
7925,0.0077
7926,0.0075
7927,0.0074
7928,0.0073
7929,0.0072
7930,0.007
7931,0.0069
7932,0.0068
7933,0.0067
7934,0.0066
7935,0.0064
7936,0.0063
7937,0.0062
7938,0.0061
7939,0.0061
7940,0.006
7941,0.0059
7942,0.0057
7943,0.0056
7944,0.0055
7945,0.0055
7946,0.0054
7947,0.0053
7948,0.0052
7949,0.005
7950,0.005
7951,0.0049
7952,0.0048
7953,0.0048
7954,0.0047
7955,0.0046
7956,0.0046
7957,0.0045
7958,0.0043
7959,0.0043
7960,0.0042
7961,0.0041
7962,0.0041
7963,0.004
7964,0.004
7965,0.0039
7966,0.0038
7967,0.0038
7968,0.0036
7969,0.0036
7970,0.0035
7971,0.0035
7972,0.0034
7973,0.0034
7974,0.0033
7975,0.0033
7976,0.0032
7977,0.0032
7978,0.003
7979,0.003
7980,0.003
7981,0.0029
7982,0.0029
7983,0.0028
7984,0.0028
7985,0.0027
7986,0.0027
7987,0.0027
7988,0.0026
7989,0.0026
7990,0.0026
7991,0.0025
7992,0.0025
7993,0.0023
7994,0.0023
7995,0.0023
7996,0.0022
7997,0.0022
7998,0.0022
7999,0.0021
8000,0.0021
8001,0.0021
8002,0.0021
8003,0.002
8004,0.002
8005,0.002
8006,0.0019
8007,0.0019
8008,0.0019
8009,0.0019
8010,0.0018
8011,0.0018
8012,0.0018
8013,0.0018
8014,0.0016
8015,0.0016
8016,0.0016
8017,0.0016
8018,0.0015
8019,0.0015
8020,0.0015
8021,0.0015
8022,0.0014
8023,0.0014
8024,0.0014
8025,0.0014
8026,0.0014
8027,0.0013
8028,0.0013
8029,0.0013
8030,0.0013
8031,0.0013
8032,0.0012
8033,0.0012
8034,0.0012
8035,0.0012
8036,0.0012
8037,0.0012
8038,0.0011
8039,0.0011
8040,0.0011
8041,0.0011
8042,0.0011
8043,0.0011
8044,0.0009
8045,0.0009
8046,0.0009
8047,0.0009
8048,0.0009
8049,0.0009
8050,0.0009
8051,0.0008
8052,0.0008
8053,0.0008
8054,0.0008
8055,0.0008
8056,0.0008
8057,0.0008
8058,0.0008
8059,0.0008
8060,0.0007
8061,0.0007
8062,0.0007
8063,0.0008
8064,0.0081
8065,0.0114
8066,0.0111
8067,0.011
8068,0.0189
8069,0.0242
8070,0.0246
8071,0.0246
8072,0.0263
8073,0.0288
8074,0.0335
8075,0.0397
8076,0.0434
8077,0.044
8078,0.0453
8079,0.0448
8080,0.0444
8081,0.045
8082,0.0448
8083,0.044
8084,0.0433
8085,0.0426
8086,0.0417
8087,0.0448
8088,0.0442
8089,0.0448
8090,0.0477
8091,0.0481
8092,0.0495
8093,0.0496
8094,0.0488
8095,0.048
8096,0.0488
8097,0.0481
8098,0.0472
8099,0.0464
8100,0.0457
8101,0.0449
8102,0.0506
8103,0.0525
8104,0.0519
8105,0.0511
8106,0.0511
8107,0.0503
8108,0.0539
8109,0.0577
8110,0.0574
8111,0.0606
8112,0.0648
8113,0.0658
8114,0.0705
8115,0.0712
8116,0.0733
8117,0.0756
8118,0.0743
8119,0.074
8120,0.0766
8121,0.0778
8122,0.0773
8123,0.0767
8124,0.0756
8125,0.0801
8126,0.0825
8127,0.0812
8128,0.0823
8129,0.0818
8130,0.0809
8131,0.0796
8132,0.0782
8133,0.0777
8134,0.0764
8135,0.075
8136,0.0739
8137,0.0774
8138,0.0821
8139,0.0845
8140,0.0831
8141,0.0818
8142,0.081
8143,0.0801
8144,0.0824
8145,0.0812
8146,0.0821
8147,0.0814
8148,0.0803
8149,0.079
8150,0.0776
8151,0.0763
8152,0.075
8153,0.0737
8154,0.0725
8155,0.0728
8156,0.0715
8157,0.0703
8158,0.0692
8159,0.068
8160,0.0668
8161,0.0657
8162,0.0645
8163,0.0634
8164,0.0624
8165,0.0613
8166,0.0603
8167,0.0592
8168,0.0583
8169,0.0572
8170,0.0563
8171,0.0553
8172,0.0544
8173,0.0535
8174,0.0525
8175,0.0516
8176,0.0508
8177,0.0499
8178,0.049
8179,0.0482
8180,0.0474
8181,0.0465
8182,0.0458
8183,0.045
8184,0.0443
8185,0.0435
8186,0.0428
8187,0.0421
8188,0.0413
8189,0.0406
8190,0.04
8191,0.0393
8192,0.0386
8193,0.038
8194,0.0373
8195,0.0367
8196,0.036
8197,0.0354
8198,0.0348
8199,0.0342
8200,0.0336
8201,0.0331
8202,0.0325
8203,0.032
8204,0.0314
8205,0.0308
8206,0.0304
8207,0.0298
8208,0.0293
8209,0.0288
8210,0.0284
8211,0.0279
8212,0.0274
8213,0.027
8214,0.0265
8215,0.026
8216,0.0256
8217,0.0251
8218,0.0247
8219,0.0243
8220,0.0239
8221,0.0234
8222,0.0231
8223,0.0226
8224,0.0223
8225,0.0219
8226,0.0216
8227,0.0212
8228,0.0208
8229,0.0204
8230,0.0202
8231,0.0198
8232,0.0195
8233,0.0191
8234,0.0188
8235,0.0184
8236,0.0182
8237,0.0178
8238,0.0175
8239,0.0172
8240,0.0169
8241,0.0166
8242,0.0164
8243,0.0161
8244,0.0158
8245,0.0156
8246,0.0152
8247,0.015
8248,0.0148
8249,0.0145
8250,0.0143
8251,0.0141
8252,0.0138
8253,0.0136
8254,0.0134
8255,0.0131
8256,0.0129
8257,0.0127
8258,0.0124
8259,0.0122
8260,0.012
8261,0.0118
8262,0.0116
8263,0.0114
8264,0.0113
8265,0.011
8266,0.0108
8267,0.0107
8268,0.0104
8269,0.0103
8270,0.0101
8271,0.01
8272,0.0097
8273,0.0096
8274,0.0095
8275,0.0093
8276,0.0091
8277,0.009
8278,0.0088
8279,0.0087
8280,0.0086
8281,0.0084
8282,0.0082
8283,0.0081
8284,0.008
8285,0.0079
8286,0.0077
8287,0.0076
8288,0.0074
8289,0.0073
8290,0.0072
8291,0.007
8292,0.0069
8293,0.0068
8294,0.0067
8295,0.0066
8296,0.0064
8297,0.0063
8298,0.0062
8299,0.0062
8300,0.0061
8301,0.006
8302,0.0059
8303,0.0057
8304,0.0056
8305,0.0055
8306,0.0055
8307,0.0054
8308,0.0053
8309,0.0052
8310,0.0052
8311,0.005
8312,0.0049
8313,0.0048
8314,0.0048
8315,0.0047
8316,0.0046
8317,0.0046
8318,0.0045
8319,0.0043
8320,0.0043
8321,0.0042
8322,0.0041
8323,0.0041
8324,0.004
8325,0.004
8326,0.0039
8327,0.0039
8328,0.0038
8329,0.0036
8330,0.0036
8331,0.0035
8332,0.0035
8333,0.0034
8334,0.0034
8335,0.0033
8336,0.0033
8337,0.0032
8338,0.0032
8339,0.003
8340,0.003
8341,0.003
8342,0.0029
8343,0.0029
8344,0.0028
8345,0.0028
8346,0.0027
8347,0.0027
8348,0.0027
8349,0.0026
8350,0.0026
8351,0.0026
8352,0.0025
8353,0.0025
8354,0.0023
8355,0.0023
8356,0.0023
8357,0.0022
8358,0.0022
8359,0.0022
8360,0.0022
8361,0.0021
8362,0.0021
8363,0.0021
8364,0.002
8365,0.002
8366,0.002
8367,0.0019
8368,0.0019
8369,0.0019
8370,0.0019
8371,0.0018
8372,0.0018
8373,0.0018
8374,0.0018
8375,0.0016
8376,0.0016
8377,0.0016
8378,0.0016
8379,0.0015
8380,0.0015
8381,0.0015
8382,0.0015
8383,0.0014
8384,0.0014
8385,0.0014
8386,0.0014
8387,0.0014
8388,0.0013
8389,0.0013
8390,0.0013
8391,0.0013
8392,0.0013
8393,0.0012
8394,0.0012
8395,0.0012
8396,0.0012
8397,0.0012
8398,0.0012
8399,0.0011
8400,0.0011
8401,0.0011
8402,0.0011
8403,0.0011
8404,0.0011
8405,0.0009
8406,0.0009
8407,0.0009
8408,0.0009
8409,0.0009
8410,0.0009
8411,0.0009
8412,0.0008
8413,0.0008
8414,0.0008
8415,0.0008
8416,0.0008
8417,0.0008
8418,0.0008
8419,0.0008
8420,0.0008
8421,0.0007
8422,0.0007
8423,0.0007
8424,0.0007
8425,0.0007
8426,0.0007
8427,0.0007
8428,0.0008
8429,0.0081
8430,0.0114
8431,0.0111
8432,0.0109
8433,0.0188
8434,0.0242
8435,0.0246
8436,0.0246
8437,0.0263
8438,0.0287
8439,0.0335
8440,0.0396
8441,0.0433
8442,0.0438
8443,0.0451
8444,0.0448
8445,0.0444
8446,0.0449
8447,0.0447
8448,0.044
8449,0.0433
8450,0.0424
8451,0.0417
8452,0.0448
8453,0.0442
8454,0.0448
8455,0.0477
8456,0.0481
8457,0.0495
8458,0.0496
8459,0.0487
8460,0.0478
8461,0.0487
8462,0.0481
8463,0.0472
8464,0.0464
8465,0.0456
8466,0.0449
8467,0.0506
8468,0.0524
8469,0.0519
8470,0.051
8471,0.0511
8472,0.0503
8473,0.0539
8474,0.0577
8475,0.0574
8476,0.0606
8477,0.0648
8478,0.0658
8479,0.0705
8480,0.0712
8481,0.0733
8482,0.0756
8483,0.0743
8484,0.074
8485,0.0766
8486,0.0778
8487,0.0773
8488,0.0767
8489,0.0756
8490,0.0801
8491,0.0825
8492,0.0812
8493,0.0823
8494,0.0818
8495,0.0809
8496,0.0796
8497,0.0782
8498,0.0777
8499,0.0763
8500,0.075
8501,0.0739
8502,0.0774
8503,0.0821
8504,0.0845
8505,0.0831
8506,0.0818
8507,0.081
8508,0.0801
8509,0.0824
8510,0.0812
8511,0.0821
8512,0.0814
8513,0.0803
8514,0.079
8515,0.0776
8516,0.0763
8517,0.075
8518,0.0737
8519,0.0725
8520,0.0728
8521,0.0715
8522,0.0703
8523,0.0691
8524,0.0679
8525,0.0668
8526,0.0657
8527,0.0645
8528,0.0634
8529,0.0624
8530,0.0613
8531,0.0603
8532,0.0592
8533,0.0583
8534,0.0572
8535,0.0563
8536,0.0553
8537,0.0544
8538,0.0535
8539,0.0525
8540,0.0516
8541,0.0508
8542,0.0499
8543,0.049
8544,0.0482
8545,0.0474
8546,0.0465
8547,0.0458
8548,0.045
8549,0.0442
8550,0.0435
8551,0.0428
8552,0.0421
8553,0.0413
8554,0.0406
8555,0.04
8556,0.0393
8557,0.0386
8558,0.0379
8559,0.0373
8560,0.0367
8561,0.036
8562,0.0354
8563,0.0348
8564,0.0342
8565,0.0336
8566,0.0331
8567,0.0325
8568,0.0319
8569,0.0314
8570,0.0308
8571,0.0304
8572,0.0298
8573,0.0293
8574,0.0288
8575,0.0284
8576,0.0279
8577,0.0274
8578,0.027
8579,0.0265
8580,0.026
8581,0.0256
8582,0.0251
8583,0.0247
8584,0.0243
8585,0.0239
8586,0.0234
8587,0.0231
8588,0.0226
8589,0.0223
8590,0.0219
8591,0.0216
8592,0.0212
8593,0.0208
8594,0.0204
8595,0.02
8596,0.0198
8597,0.0195
8598,0.0191
8599,0.0188
8600,0.0184
8601,0.0182
8602,0.0178
8603,0.0175
8604,0.0172
8605,0.0169
8606,0.0166
8607,0.0164
8608,0.0161
8609,0.0158
8610,0.0156
8611,0.0152
8612,0.015
8613,0.0148
8614,0.0145
8615,0.0143
8616,0.0141
8617,0.0138
8618,0.0136
8619,0.0134
8620,0.0131
8621,0.0129
8622,0.0127
8623,0.0124
8624,0.0122
8625,0.012
8626,0.0118
8627,0.0116
8628,0.0114
8629,0.0113
8630,0.011
8631,0.0108
8632,0.0107
8633,0.0104
8634,0.0103
8635,0.0101
8636,0.01
8637,0.0097
8638,0.0096
8639,0.0095
8640,0.0093
8641,0.0091
8642,0.009
8643,0.0088
8644,0.0087
8645,0.0086
8646,0.0084
8647,0.0082
8648,0.0081
8649,0.008
8650,0.0079
8651,0.0077
8652,0.0076
8653,0.0074
8654,0.0073
8655,0.0072
8656,0.007
8657,0.0069
8658,0.0068
8659,0.0067
8660,0.0066
8661,0.0064
8662,0.0063
8663,0.0062
8664,0.0062
8665,0.0061
8666,0.006
8667,0.0059
8668,0.0057
8669,0.0056
8670,0.0055
8671,0.0055
8672,0.0054
8673,0.0053
8674,0.0052
8675,0.0052
8676,0.005
8677,0.0049
8678,0.0048
8679,0.0048
8680,0.0047
8681,0.0046
8682,0.0046
8683,0.0045
8684,0.0043
8685,0.0043
8686,0.0042
8687,0.0041
8688,0.0041
8689,0.004
8690,0.004
8691,0.0039
8692,0.0039
8693,0.0038
8694,0.0036
8695,0.0036
8696,0.0035
8697,0.0035
8698,0.0034
8699,0.0034
8700,0.0033
8701,0.0033
8702,0.0032
8703,0.0032
8704,0.003
8705,0.003
8706,0.003
8707,0.0029
8708,0.0029
8709,0.0028
8710,0.0028
8711,0.0027
8712,0.0027
8713,0.0027
8714,0.0026
8715,0.0026
8716,0.0026
8717,0.0025
8718,0.0025
8719,0.0023
8720,0.0023
8721,0.0023
8722,0.0022
8723,0.0022
8724,0.0022
8725,0.0022
8726,0.0021
8727,0.0021
8728,0.0021
8729,0.002
8730,0.002
8731,0.002
8732,0.0019
8733,0.0019
8734,0.0019
8735,0.0019
8736,0.0018
8737,0.0018
8738,0.0018
8739,0.0018
8740,0.0016
8741,0.0016
8742,0.0016
8743,0.0016
8744,0.0015
8745,0.0015
8746,0.0015
8747,0.0015
8748,0.0014
8749,0.0014
8750,0.0014
8751,0.0014
8752,0.0014
8753,0.0013
8754,0.0013
8755,0.0013
8756,0.0013
8757,0.0013
8758,0.0012
8759,0.0012
8760,0.0012
8761,0.0012
8762,0.0012
8763,0.0012
8764,0.0011
8765,0.0011
8766,0.0011
8767,0.0011
8768,0.0011
8769,0.0011
8770,0.0009
8771,0.0009
8772,0.0009
8773,0.0009
8774,0.0009
8775,0.0009
8776,0.0009
8777,0.0008
8778,0.0008
8779,0.0008
8780,0.0008
8781,0.0008
8782,0.0008
8783,0.0008
8784,0.0008
8785,0.0008
8786,0.0007
8787,0.0007
8788,0.0007
8789,0.0007
8790,0.0007
8791,0.0007
8792,0.0007
8793,0.0008
8794,0.0081
8795,0.0114
8796,0.0111
8797,0.0109
8798,0.0188
8799,0.0242
8800,0.0246
8801,0.0246
8802,0.0263
8803,0.0287
8804,0.0335
8805,0.0396
8806,0.0433
8807,0.0438
8808,0.0451
8809,0.0448
8810,0.0444
8811,0.0449
8812,0.0447
8813,0.044
8814,0.0433
8815,0.0424
8816,0.0417
8817,0.0448
8818,0.0442
8819,0.0448
8820,0.0477
8821,0.0481
8822,0.0495
8823,0.0496
8824,0.0487
8825,0.0478
8826,0.0487
8827,0.0481
8828,0.0472
8829,0.0464
8830,0.0456
8831,0.0449
8832,0.0506
8833,0.0524
8834,0.0519
8835,0.051
8836,0.0511
8837,0.0503
8838,0.0539
8839,0.0577
8840,0.0574
8841,0.0606
8842,0.0648
8843,0.0658
8844,0.0705
8845,0.0712
8846,0.0733
8847,0.0756
8848,0.0743
8849,0.074
8850,0.0766
8851,0.0778
8852,0.0773
8853,0.0767
8854,0.0756
8855,0.0801
8856,0.0825
8857,0.0812
8858,0.0823
8859,0.0818
8860,0.0809
8861,0.0796
8862,0.0782
8863,0.0777
8864,0.0763
8865,0.075
8866,0.0739
8867,0.0774
8868,0.0821
8869,0.0845
8870,0.0831
8871,0.0818
8872,0.081
8873,0.0801
8874,0.0824
8875,0.0812
8876,0.0821
8877,0.0814
8878,0.0803
8879,0.079
8880,0.0776
8881,0.0763
8882,0.075
8883,0.0737
8884,0.0725
8885,0.0728
8886,0.0715
8887,0.0703
8888,0.0691
8889,0.0679
8890,0.0668
8891,0.0657
8892,0.0645
8893,0.0634
8894,0.0624
8895,0.0613
8896,0.0603
8897,0.0592
8898,0.0583
8899,0.0572
8900,0.0563
8901,0.0553
8902,0.0544
8903,0.0535
8904,0.0525
8905,0.0516
8906,0.0508
8907,0.0499
8908,0.049
8909,0.0482
